path	status	rationale
adl/tools/archive_run_artifacts.sh	local_only_utility	Setup, cleanup, archive, or report maintenance utility.
adl/tools/attach_post_merge_closeout.sh	explicit_fail_closed_gap	Retired auto-attach path; explicit closeout remains required until native watcher lane exists.
adl/tools/attach_pr_janitor.sh	local_only_utility	Local process launcher for skill-mediated janitor flow; not GitHub transport authority.
adl/tools/batched_checks.sh	local_only_utility	Local operator/proof helper; status recorded to prevent accidental promotion into control-plane authority.
adl/tools/branch_hygiene.sh	local_only_utility	Local operator/proof helper; status recorded to prevent accidental promotion into control-plane authority.
adl/tools/burst_continue.sh	local_only_utility	Local operator/proof helper; status recorded to prevent accidental promotion into control-plane authority.
adl/tools/burst_worktree.sh	local_only_utility	Local operator/proof helper; status recorded to prevent accidental promotion into control-plane authority.
adl/tools/card_paths.sh	local_only_utility	Local operator/proof helper; status recorded to prevent accidental promotion into control-plane authority.
adl/tools/card_prompt.sh	delegated_to_adl_csdlc	Compatibility wrapper over Rust/C-SDLC or validator-owned command path; keep until callers migrate.
adl/tools/check_compression_finish_profiles.sh	local_only_utility	Check/validation helper; local proof utility, not a replacement control plane.
adl/tools/check_coverage_impact.sh	local_only_utility	Check/validation helper; local proof utility, not a replacement control plane.
adl/tools/check_issue_metadata_parity.sh	local_only_utility	Check/validation helper; local proof utility, not a replacement control plane.
adl/tools/check_milestone_closed_issue_sor_truth.sh	local_only_utility	Check/validation helper; local proof utility, not a replacement control plane.
adl/tools/check_no_new_legacy_swarm_refs.sh	local_only_utility	Check/validation helper; local proof utility, not a replacement control plane.
adl/tools/check_no_tracked_adl_issue_record_residue.sh	local_only_utility	Check/validation helper; local proof utility, not a replacement control plane.
adl/tools/check_pr_closing_linkage.sh	local_only_utility	Check/validation helper; local proof utility, not a replacement control plane.
adl/tools/check_release_notes_commands.sh	local_only_utility	Check/validation helper; local proof utility, not a replacement control plane.
adl/tools/check_release_version_surfaces.sh	local_only_utility	Check/validation helper; local proof utility, not a replacement control plane.
adl/tools/ci_path_policy.sh	local_only_utility	Local operator/proof helper; status recorded to prevent accidental promotion into control-plane authority.
adl/tools/clean_coverage_artifacts.sh	local_only_utility	Setup, cleanup, archive, or report maintenance utility.
adl/tools/closeout_completed_issue_wave.sh	local_only_utility	Default local shell utility classification; review if this script becomes operator-facing workflow authority.
adl/tools/codex_pr.sh	scheduled_for_removal	Legacy operator convenience wrapper; replacement is repo-native pr/workflow tooling.
adl/tools/codexw.sh	scheduled_for_removal	Legacy operator convenience wrapper; replacement is repo-native pr/workflow tooling.
adl/tools/coverage.sh	local_only_utility	Local operator/proof helper; status recorded to prevent accidental promotion into control-plane authority.
adl/tools/demo_adaptive_godel_loop.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_aee_bounded_adaptation.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_affect_engine.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_affect_godel_vertical_slice.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_codex_ollama_operational_skills.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_cross_workflow_learning.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_d11_signed_remote.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_experiment_prioritization.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_five_command_editing.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_five_command_run.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_godel_hypothesis_engine.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_hitl_editor_review.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_one_command.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_promotion_eval_loop.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_reasoning_graph_affect.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_smoke_v07_story.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_steering_queue_checkpoint.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v086_candidate_selection.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v086_control_path.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v086_fast_slow.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v086_freedom_gate.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v086_review_surface.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0871_docs_review.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0871_integrated_runtime.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0871_lifecycle.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0871_multi_agent_discussion.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0871_operator_surface.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0871_provider_chatgpt.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0871_provider_http.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0871_provider_local_ollama.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0871_provider_mock.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0871_quality_gate.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0871_real_multi_agent_discussion.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0871_release_review_package.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0871_resilience_failure.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0871_restartability.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0871_review_surface.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0871_runtime_environment.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0871_runtime_state.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0871_shepherd_recovery.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0871_suite.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0871_trace_runtime.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v087_control_plane.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v087_operational_skills.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v087_provider_portability.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v087_reviewer_package.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v087_shared_obsmem.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v087_suite.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v087_trace_truth.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v088_deep_agents_comparative_proof.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v088_instinct_review_surface.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v088_paper_sonata.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v088_phi_review_surface.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v088_quality_gate.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v088_real_multi_agent_discussion.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v088_review_surface.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v088_temporal_review_surface.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0891_arxiv_manuscript_workflow.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0891_deep_agents_comparative_wave.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0891_five_agent_hey_jude.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0891_gemini_provider_harmony_roundtable.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0891_long_lived_stock_league.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0891_quality_gate.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0891_wp13_demo_integration.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v089_deep_agents_comparative_wave.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v089_gemini_in_the_loop.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v089_gemini_provider_harmony_and_economics.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v089_gemma4_issue_clerk.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v089_medium_article_writing.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v089_multi_agent_repo_code_review.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v089_proof_entrypoints.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v089_quality_gate.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v089_review_surface.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0901_csm_observatory.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0901_quality_gate.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0902_multi_agent_repo_review_proof.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0902_paper_sonata_expansion.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0902_review_quality_gate.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v090_architecture_document_generation.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v090_codebuddy_review_showcase.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0911_five_agent_hey_jude_audio.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0911_multiagent_podcast_audio.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0911_multiagent_podcast_pilot.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0912_quality_gate.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0912_speculative_decoding_showcase.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0912_workflow_guardrails_showcase.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0913_five_minute_sprint_console.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0913_podcast_studio_v2.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0913_quality_gate.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0913_starharvest_html_game.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0914_codex_only_complete_issue_workcell.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v0914_multi_agent_repo_review_serious_proof.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v091_chatgpt_gemini_claude_review_panel.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v091_chatgpt_gemini_claude_triad_conversation.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v091_chatgpt_gemini_direct_conversation.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/demo_v091_chatgpt_gemini_task_handoff.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/editor_action.sh	local_only_utility	Local operator/proof helper; status recorded to prevent accidental promotion into control-plane authority.
adl/tools/enforce_coverage_gates.sh	local_only_utility	Local operator/proof helper; status recorded to prevent accidental promotion into control-plane authority.
adl/tools/fix_git_main_sync.sh	local_only_utility	Local operator/proof helper; status recorded to prevent accidental promotion into control-plane authority.
adl/tools/fix_git_main_sync_preserve_local_adl.sh	local_only_utility	Local operator/proof helper; status recorded to prevent accidental promotion into control-plane authority.
adl/tools/install_adl_operational_skills.sh	local_only_utility	Setup, cleanup, archive, or report maintenance utility.
adl/tools/install_adl_pr_cycle_skill.sh	local_only_utility	Setup, cleanup, archive, or report maintenance utility.
adl/tools/install_local_authoritative_coverage_prereqs.sh	local_only_utility	Setup, cleanup, archive, or report maintenance utility.
adl/tools/lint_prompt_spec.sh	local_only_utility	Local operator/proof helper; status recorded to prevent accidental promotion into control-plane authority.
adl/tools/mock_ollama_fail_once.sh	local_only_utility	Default local shell utility classification; review if this script becomes operator-facing workflow authority.
adl/tools/mock_ollama_v0_4.sh	local_only_utility	Default local shell utility classification; review if this script becomes operator-facing workflow authority.
adl/tools/normalize_adl_cards.sh	local_only_utility	Local operator/proof helper; status recorded to prevent accidental promotion into control-plane authority.
adl/tools/observability.sh	local_only_utility	Local operator/proof helper; status recorded to prevent accidental promotion into control-plane authority.
adl/tools/open_artifact.sh	local_only_utility	Local operator/proof helper; status recorded to prevent accidental promotion into control-plane authority.
adl/tools/polis_status_for_ssm.sh	local_only_utility	Local operations status helper for SSM/polis host inspection; not workflow authority.
adl/tools/polis_status_for_ssm_qts.sh	local_only_utility	Local operations status helper for QTS/SSM host inspection; not workflow authority.
adl/tools/pr.sh	delegated_to_adl_csdlc	Compatibility wrapper over Rust/C-SDLC or validator-owned command path; keep until callers migrate.
adl/tools/pr_delegate.sh	delegated_to_adl_csdlc	pr.sh helper for stable delegation and Rust/small-binary routing; sourced by the compatibility wrapper.
adl/tools/pr_usage.sh	delegated_to_adl_csdlc	pr.sh helper for usage text and compatibility command documentation; sourced by the compatibility wrapper.
adl/tools/preflight_review.sh	local_only_utility	Local operator/proof helper; status recorded to prevent accidental promotion into control-plane authority.
adl/tools/provider_demo_common.sh	local_only_utility	Demo entrypoint/helper; preserves reproducible demo behavior, not workflow authority.
adl/tools/release_ceremony.sh	local_only_utility	Release ceremony wrapper with local git tag support and fail-closed GitHub Release gaps routed by #3712/#3718.
adl/tools/report_large_rust_modules.sh	local_only_utility	Local operator/proof helper; status recorded to prevent accidental promotion into control-plane authority.
adl/tools/report_module_navigability.sh	local_only_utility	Local operator/proof helper; status recorded to prevent accidental promotion into control-plane authority.
adl/tools/review_card_surface.sh	delegated_to_adl_csdlc	Compatibility wrapper over Rust/C-SDLC or validator-owned command path; keep until callers migrate.
adl/tools/run_authoritative_coverage_lane.sh	local_only_utility	Validation or benchmark lane launcher; local execution utility with explicit proof role.
adl/tools/run_local_authoritative_coverage_gate.sh	local_only_utility	Validation or benchmark lane launcher; local execution utility with explicit proof role.
adl/tools/run_owner_validation_lane.sh	local_only_utility	Validation or benchmark lane launcher; local execution utility with explicit proof role.
adl/tools/run_pr_fast_test_lane.sh	local_only_utility	Validation or benchmark lane launcher; local execution utility with explicit proof role.
adl/tools/run_pvf_ci_release_policy_fixture.sh	local_only_utility	Validation or benchmark lane launcher; local execution utility with explicit proof role.
adl/tools/run_pvf_validation_lane.sh	local_only_utility	Validation or benchmark lane launcher; local execution utility with explicit proof role.
adl/tools/run_slow_proof_family.sh	local_only_utility	Validation or benchmark lane launcher; local execution utility with explicit proof role.
adl/tools/run_uts_benchmark.sh	local_only_utility	Validation or benchmark lane launcher; local execution utility with explicit proof role.
adl/tools/run_v0913_proof_validation_lane.sh	local_only_utility	Validation or benchmark lane launcher; local execution utility with explicit proof role.
adl/tools/run_v0914_multi_agent_workcell_proof.sh	local_only_utility	Validation or benchmark lane launcher; local execution utility with explicit proof role.
adl/tools/select_validation_lanes.sh	local_only_utility	Validation lane selector helper; local proof routing utility, not workflow authority.
adl/tools/sync_task_bundle_prompts.sh	local_only_utility	Local operator/proof helper; status recorded to prevent accidental promotion into control-plane authority.
adl/tools/test_adl_milestone_creator_skill_contracts.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_adl_review_compatibility.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_adl_runtime_compatibility.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_adr_curator_skill_contracts.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_architecture_diagram_reviewer_skill_contracts.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_architecture_fitness_function_author_skill_contracts.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_archive_run_artifacts.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_arxiv_paper_writer_skill_contracts.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_attach_post_merge_closeout.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_batched_checks_no_codexpr_usage_banner.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_build_v0911_anrm_trace_dataset.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_card_editor_repair_examples.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_card_editor_skill_contracts.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_card_paths.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_card_prompt.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_card_reviewer_fixture.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_ccc_v0_instrumentation.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_check_coverage_impact.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_check_issue_metadata_parity.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_check_repo_quality_staleness.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_check_milestone_closed_issue_sor_truth.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_check_no_tracked_adl_issue_record_residue.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_check_v090_milestone_state.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_ci_cache_linker_contracts.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_ci_path_policy.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_ci_runtime_contracts.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_cli_owner_command_guidance.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_cli_wrapper_migration_contract.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_closeout_completed_issue_wave.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_completed_output_validation.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_control_plane_observability.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_csdlc_demo_proof_contract_packet.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_csdlc_prompt_editor.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_csm_operator_command_packets.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_csm_visibility_packet.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_demo_codex_ollama_operational_skills.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_demo_codex_ollama_semantic_fallback.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_demo_five_command_editing.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
adl/tools/test_demo_operator_skill_contracts.sh	local_only_utility	Focused shell validation fixture; not an operator control-plane source of truth.
